VotersAmount,Treshold00Probability,Treshold10Probability,Treshold20Probability,Treshold30Probability,Treshold40Probability,Treshold50Probability,Treshold60Probability,Treshold70Probability,Treshold80Probability,Treshold90Probability,Treshold100Probability,Treshold00AverageVotersAmount,Treshold10AverageVotersAmount,Treshold20AverageVotersAmount,Treshold30AverageVotersAmount,Treshold40AverageVotersAmount,Treshold50AverageVotersAmount,Treshold60AverageVotersAmount,Treshold70AverageVotersAmount,Treshold80AverageVotersAmount,Treshold90AverageVotersAmount,Treshold100AverageVotersAmount
2540,0.84,0.84,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2540.00,2540.00,2032.00,1778.00,1524.00,1270.00,1016.00,762.00,508.00,441.53,442.59
2550,0.84,0.84,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2550.00,2550.00,2040.00,1785.00,1530.00,1275.00,1020.00,765.00,510.00,443.74,443.02
2560,0.84,0.84,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2560.00,2560.00,2048.00,1792.00,1536.00,1280.00,1024.00,768.00,512.00,445.99,445.35
2570,0.84,0.84,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2570.00,2570.00,2056.00,1799.00,1542.00,1285.00,1028.00,771.00,514.00,446.74,448.40
2580,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2580.00,2580.00,2064.00,1806.00,1548.00,1290.00,1032.00,774.00,516.00,448.57,447.17
2590,0.84,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2590.00,2590.00,2072.00,1813.00,1554.00,1295.00,1036.00,777.00,518.00,450.86,449.57
2600,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2600.00,2600.00,2080.00,1820.00,1560.00,1300.00,1040.00,780.00,520.00,452.09,451.70
2610,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2610.00,2610.00,2088.00,1827.00,1566.00,1305.00,1044.00,783.00,522.00,453.89,454.96
2620,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2620.00,2620.00,2096.00,1834.00,1572.00,1310.00,1048.00,786.00,524.00,456.01,455.94
2630,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2630.00,2630.00,2104.00,1841.00,1578.00,1315.00,1052.00,789.00,526.00,456.93,457.77
2640,0.85,0.85,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2640.00,2640.00,2112.00,1848.00,1584.00,1320.00,1056.00,792.00,528.00,458.00,459.08
2650,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2650.00,2650.00,2120.00,1855.00,1590.00,1325.00,1060.00,795.00,530.00,461.70,461.88
2660,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2660.00,2660.00,2128.00,1862.00,1596.00,1330.00,1064.00,798.00,532.00,463.79,463.53
2670,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2670.00,2670.00,2136.00,1869.00,1602.00,1335.00,1068.00,801.00,534.00,464.12,463.82
2680,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2680.00,2680.00,2144.00,1876.00,1608.00,1340.00,1072.00,804.00,536.00,468.04,465.81
2690,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2690.00,2690.00,2152.00,1883.00,1614.00,1345.00,1076.00,807.00,538.00,466.51,467.38
2700,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2700.00,2700.00,2160.00,1890.00,1620.00,1350.00,1080.00,810.00,540.00,469.89,470.35
2710,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2710.00,2710.00,2168.00,1897.00,1626.00,1355.00,1084.00,813.00,542.00,471.41,472.67
2720,0.85,0.85,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2720.00,2720.00,2176.00,1904.00,1632.00,1360.00,1088.00,816.00,544.00,473.59,474.09
2730,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2730.00,2730.00,2184.00,1911.00,1638.00,1365.00,1092.00,819.00,546.00,476.05,474.68
2740,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2740.00,2740.00,2192.00,1918.00,1644.00,1370.00,1096.00,822.00,548.00,476.99,476.43
2750,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2750.00,2750.00,2200.00,1925.00,1650.00,1375.00,1100.00,825.00,550.00,478.21,476.49
2760,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2760.00,2760.00,2208.00,1932.00,1656.00,1380.00,1104.00,828.00,552.00,480.23,479.34
2770,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2770.00,2770.00,2216.00,1939.00,1662.00,1385.00,1108.00,831.00,554.00,481.97,481.06
2780,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2780.00,2780.00,2224.00,1946.00,1668.00,1390.00,1112.00,834.00,556.00,483.20,483.58
2790,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2790.00,2790.00,2232.00,1953.00,1674.00,1395.00,1116.00,837.00,558.00,485.30,485.17
2800,0.86,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2800.00,2800.00,2240.00,1960.00,1680.00,1400.00,1120.00,840.00,560.00,487.37,486.60
2810,0.86,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2810.00,2810.00,2248.00,1967.00,1686.00,1405.00,1124.00,843.00,562.00,488.36,487.95
2820,0.85,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2820.00,2820.00,2256.00,1974.00,1692.00,1410.00,1128.00,846.00,564.00,492.66,490.53
2830,0.86,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2830.00,2830.00,2264.00,1981.00,1698.00,1415.00,1132.00,849.00,566.00,492.30,491.67
2840,0.86,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2840.00,2840.00,2272.00,1988.00,1704.00,1420.00,1136.00,852.00,568.00,493.74,493.91
2850,0.86,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2850.00,2850.00,2280.00,1995.00,1710.00,1425.00,1140.00,855.00,570.00,495.62,496.91
2860,0.86,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2860.00,2860.00,2288.00,2002.00,1716.00,1430.00,1144.00,858.00,572.00,497.23,497.60
2870,0.86,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2870.00,2870.00,2296.00,2009.00,1722.00,1435.00,1148.00,861.00,574.00,499.70,497.91
2880,0.86,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2880.00,2880.00,2304.00,2016.00,1728.00,1440.00,1152.00,864.00,576.00,501.09,500.89
2890,0.86,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2890.00,2890.00,2312.00,2023.00,1734.00,1445.00,1156.00,867.00,578.00,504.18,502.07
2900,0.86,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2900.00,2900.00,2320.00,2030.00,1740.00,1450.00,1160.00,870.00,580.00,505.72,502.46
2910,0.86,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2910.00,2910.00,2328.00,2037.00,1746.00,1455.00,1164.00,873.00,582.00,505.22,506.72
2920,0.86,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2920.00,2920.00,2336.00,2044.00,1752.00,1460.00,1168.00,876.00,584.00,507.17,506.75
2930,0.86,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2930.00,2930.00,2344.00,2051.00,1758.00,1465.00,1172.00,879.00,586.00,511.28,510.77
2940,0.86,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2940.00,2940.00,2352.00,2058.00,1764.00,1470.00,1176.00,882.00,588.00,512.11,512.37
2950,0.86,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2950.00,2950.00,2360.00,2065.00,1770.00,1475.00,1180.00,885.00,590.00,512.96,512.03
2960,0.86,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2960.00,2960.00,2368.00,2072.00,1776.00,1480.00,1184.00,888.00,592.00,515.16,514.49
2970,0.86,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2970.00,2970.00,2376.00,2079.00,1782.00,1485.00,1188.00,891.00,594.00,515.43,516.79
2980,0.86,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2980.00,2980.00,2384.00,2086.00,1788.00,1490.00,1192.00,894.00,596.00,518.44,517.55
2990,0.86,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2990.00,2990.00,2392.00,2093.00,1794.00,1495.00,1196.00,897.00,598.00,518.66,519.75
3000,0.86,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3000.00,3000.00,2400.00,2100.00,1800.00,1500.00,1200.00,900.00,600.00,521.94,521.97
3010,0.86,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3010.00,3010.00,2408.00,2107.00,1806.00,1505.00,1204.00,903.00,602.00,526.03,525.63
3020,0.86,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3020.00,3020.00,2416.00,2114.00,1812.00,1510.00,1208.00,906.00,604.00,525.07,524.22
3030,0.87,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3030.00,3030.00,2424.00,2121.00,1818.00,1515.00,1212.00,909.00,606.00,526.83,527.75
3040,0.87,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3040.00,3040.00,2432.00,2128.00,1824.00,1520.00,1216.00,912.00,608.00,526.85,528.59
3050,0.86,0.87,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3050.00,3050.00,2440.00,2135.00,1830.00,1525.00,1220.00,915.00,610.00,530.02,530.12
3060,0.87,0.87,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3060.00,3060.00,2448.00,2142.00,1836.00,1530.00,1224.00,918.00,612.00,532.11,533.12
3070,0.86,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3070.00,3070.00,2456.00,2149.00,1842.00,1535.00,1228.00,921.00,614.00,537.37,534.64
3080,0.87,0.87,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3080.00,3080.00,2464.00,2156.00,1848.00,1540.00,1232.00,924.00,616.00,536.51,535.13
3090,0.87,0.87,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3090.00,3090.00,2472.00,2163.00,1854.00,1545.00,1236.00,927.00,618.00,536.10,537.31
3100,0.87,0.87,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3100.00,3100.00,2480.00,2170.00,1860.00,1550.00,1240.00,930.00,620.00,539.29,539.37
3110,0.87,0.87,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3110.00,3110.00,2488.00,2177.00,1866.00,1555.00,1244.00,933.00,622.00,541.95,541.04
3120,0.87,0.87,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3120.00,3120.00,2496.00,2184.00,1872.00,1560.00,1248.00,936.00,624.00,542.13,543.35
3130,0.87,0.87,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3130.00,3130.00,2504.00,2191.00,1878.00,1565.00,1252.00,939.00,626.00,543.75,544.58
3140,0.87,0.87,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3140.00,3140.00,2512.00,2198.00,1884.00,1570.00,1256.00,942.00,628.00,547.15,546.52
3150,0.87,0.87,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3150.00,3150.00,2520.00,2205.00,1890.00,1575.00,1260.00,945.00,630.00,549.11,548.38
3160,0.87,0.87,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3160.00,3160.00,2528.00,2212.00,1896.00,1580.00,1264.00,948.00,632.00,549.75,549.78
3170,0.87,0.87,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3170.00,3170.00,2536.00,2219.00,1902.00,1585.00,1268.00,951.00,634.00,551.75,549.57
3180,0.87,0.87,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3180.00,3180.00,2544.00,2226.00,1908.00,1590.00,1272.00,954.00,636.00,552.03,554.28
3190,0.87,0.87,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3190.00,3190.00,2552.00,2233.00,1914.00,1595.00,1276.00,957.00,638.00,554.98,555.35
3200,0.87,0.87,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3200.00,3200.00,2560.00,2240.00,1920.00,1600.00,1280.00,960.00,640.00,556.95,557.89
3210,0.87,0.87,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3210.00,3210.00,2568.00,2247.00,1926.00,1605.00,1284.00,963.00,642.00,559.07,559.26
3220,0.87,0.87,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3220.00,3220.00,2576.00,2254.00,1932.00,1610.00,1288.00,966.00,644.00,559.39,560.78
3230,0.87,0.87,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3230.00,3230.00,2584.00,2261.00,1938.00,1615.00,1292.00,969.00,646.00,565.70,561.05
3240,0.87,0.87,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3240.00,3240.00,2592.00,2268.00,1944.00,1620.00,1296.00,972.00,648.00,563.17,562.44
3250,0.87,0.87,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3250.00,3250.00,2600.00,2275.00,1950.00,1625.00,1300.00,975.00,650.00,563.13,565.27
3260,0.87,0.87,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3260.00,3260.00,2608.00,2282.00,1956.00,1630.00,1304.00,978.00,652.00,568.01,567.44
3270,0.87,0.87,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3270.00,3270.00,2616.00,2289.00,1962.00,1635.00,1308.00,981.00,654.00,570.12,569.85
3280,0.87,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3280.00,3280.00,2624.00,2296.00,1968.00,1640.00,1312.00,984.00,656.00,570.36,570.89
3290,0.87,0.87,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3290.00,3290.00,2632.00,2303.00,1974.00,1645.00,1316.00,987.00,658.00,571.07,573.59
3300,0.88,0.87,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3300.00,3300.00,2640.00,2310.00,1980.00,1650.00,1320.00,990.00,660.00,574.00,574.11
3310,0.88,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3310.00,3310.00,2648.00,2317.00,1986.00,1655.00,1324.00,993.00,662.00,575.71,575.66
3320,0.87,0.88,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3320.00,3320.00,2656.00,2324.00,1992.00,1660.00,1328.00,996.00,664.00,578.59,576.24
3330,0.88,0.87,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3330.00,3330.00,2664.00,2331.00,1998.00,1665.00,1332.00,999.00,666.00,578.59,577.40
3340,0.88,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3340.00,3340.00,2672.00,2338.00,2004.00,1670.00,1336.00,1002.00,668.00,581.21,581.39
3350,0.88,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3350.00,3350.00,2680.00,2345.00,2010.00,1675.00,1340.00,1005.00,670.00,583.34,582.33
3360,0.88,0.87,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3360.00,3360.00,2688.00,2352.00,2016.00,1680.00,1344.00,1008.00,672.00,584.73,584.05
3370,0.88,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3370.00,3370.00,2696.00,2359.00,2022.00,1685.00,1348.00,1011.00,674.01,585.73,585.36
3380,0.88,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3380.00,3380.00,2704.00,2366.00,2028.00,1690.00,1352.00,1014.00,676.00,585.45,587.99
3390,0.88,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3390.00,3390.00,2712.00,2373.00,2034.00,1695.00,1356.00,1017.00,678.00,589.69,588.01
3400,0.88,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3400.00,3400.00,2720.00,2380.00,2040.00,1700.00,1360.00,1020.00,680.00,592.87,592.59
3410,0.88,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3410.00,3410.00,2728.00,2387.00,2046.00,1705.00,1364.00,1023.00,682.00,595.00,592.82
3420,0.88,0.88,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3420.00,3420.00,2736.00,2394.00,2052.00,1710.00,1368.00,1026.00,684.00,595.43,592.67
3430,0.88,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3430.00,3430.00,2744.00,2401.00,2058.00,1715.00,1372.00,1029.00,686.00,596.48,595.73
3440,0.88,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3440.00,3440.00,2752.00,2408.00,2064.00,1720.00,1376.00,1032.00,688.00,599.09,598.85
3450,0.88,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3450.00,3450.00,2760.00,2415.00,2070.00,1725.00,1380.00,1035.00,690.00,599.93,598.89
3460,0.88,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3460.00,3460.00,2768.00,2422.00,2076.00,1730.00,1384.00,1038.00,692.00,603.74,603.51
3470,0.88,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3470.00,3470.00,2776.00,2429.00,2082.00,1735.00,1388.00,1041.00,694.00,601.99,602.51
3480,0.88,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3480.00,3480.00,2784.00,2436.00,2088.00,1740.00,1392.00,1044.00,696.00,605.29,605.11
3490,0.88,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3490.00,3490.00,2792.00,2443.00,2094.00,1745.00,1396.00,1047.00,698.00,606.87,607.46
3500,0.88,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3500.00,3500.00,2800.00,2450.00,2100.00,1750.00,1400.00,1050.00,700.00,610.36,610.56
3510,0.88,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3510.00,3510.00,2808.00,2457.00,2106.00,1755.00,1404.00,1053.00,702.00,611.17,610.64
3520,0.88,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3520.00,3520.00,2816.00,2464.00,2112.00,1760.00,1408.00,1056.00,704.00,613.39,612.93
3530,0.88,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3530.00,3530.00,2824.00,2471.00,2118.00,1765.00,1412.00,1059.00,706.00,614.22,616.05
3540,0.88,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3540.00,3540.00,2832.00,2478.00,2124.00,1770.00,1416.00,1062.00,708.00,615.42,616.46
3550,0.88,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3550.00,3550.00,2840.00,2485.00,2130.00,1775.00,1420.00,1065.00,710.00,619.28,617.54
3560,0.88,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3560.00,3560.00,2848.00,2492.00,2136.00,1780.00,1424.00,1068.00,712.00,620.17,618.64
3570,0.88,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3570.00,3570.00,2856.00,2499.00,2142.00,1785.00,1428.00,1071.00,714.00,620.55,620.13
3580,0.89,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3580.00,3580.00,2864.00,2506.00,2148.00,1790.00,1432.00,1074.00,716.00,622.50,622.36
3590,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3590.00,3590.00,2872.00,2513.00,2154.00,1795.00,1436.00,1077.00,718.00,625.29,624.11
3600,0.88,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3600.00,3600.00,2880.00,2520.00,2160.00,1800.00,1440.00,1080.00,720.00,626.65,626.63
3610,0.88,0.89,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3610.00,3610.00,2888.00,2527.00,2166.00,1805.00,1444.00,1083.00,722.00,627.75,626.82
3620,0.88,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3620.00,3620.00,2896.00,2534.00,2172.00,1810.00,1448.00,1086.00,724.00,631.98,630.94
3630,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3630.00,3630.00,2904.00,2541.00,2178.00,1815.00,1452.00,1089.00,726.00,631.64,631.93
3640,0.88,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3640.00,3640.00,2912.00,2548.00,2184.00,1820.00,1456.00,1092.00,728.00,634.60,633.73
3650,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3650.00,3650.00,2920.00,2555.00,2190.00,1825.00,1460.00,1095.00,730.00,634.53,634.54
3660,0.89,0.89,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3660.00,3660.00,2928.00,2562.00,2196.00,1830.00,1464.00,1098.00,732.00,637.57,635.85
3670,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3670.00,3670.00,2936.00,2569.00,2202.00,1835.00,1468.00,1101.00,734.00,638.74,638.22
3680,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3680.00,3680.00,2944.00,2576.00,2208.00,1840.00,1472.00,1104.00,736.00,639.88,638.46
3690,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3690.00,3690.00,2952.00,2583.00,2214.00,1845.00,1476.00,1107.00,738.00,642.02,642.49
3700,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3700.00,3700.00,2960.00,2590.00,2220.00,1850.00,1480.00,1110.00,740.00,644.18,641.50
3710,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3710.00,3710.00,2968.00,2597.00,2226.00,1855.00,1484.00,1113.00,742.00,645.26,644.27
3720,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3720.00,3720.00,2976.00,2604.00,2232.00,1860.00,1488.00,1116.00,744.00,646.39,647.16
3730,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3730.00,3730.00,2984.00,2611.00,2238.00,1865.00,1492.00,1119.00,746.00,648.26,648.79
3740,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3740.00,3740.00,2992.00,2618.00,2244.00,1870.00,1496.00,1122.00,748.00,649.87,652.79
3750,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3750.00,3750.00,3000.00,2625.00,2250.00,1875.00,1500.00,1125.00,750.00,651.55,652.28
3760,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3760.00,3760.00,3008.00,2632.00,2256.00,1880.00,1504.00,1128.00,752.00,654.95,654.45
