VotersAmount,Treshold00Probability,Treshold10Probability,Treshold20Probability,Treshold30Probability,Treshold40Probability,Treshold50Probability,Treshold60Probability,Treshold70Probability,Treshold80Probability,Treshold90Probability,Treshold100Probability,Treshold00AverageVotersAmount,Treshold10AverageVotersAmount,Treshold20AverageVotersAmount,Treshold30AverageVotersAmount,Treshold40AverageVotersAmount,Treshold50AverageVotersAmount,Treshold60AverageVotersAmount,Treshold70AverageVotersAmount,Treshold80AverageVotersAmount,Treshold90AverageVotersAmount,Treshold100AverageVotersAmount
3770,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3770.00,3770.00,3016.00,2639.00,2262.00,1885.00,1508.00,1131.00,754.00,656.04,657.02
3780,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3780.00,3780.00,3024.00,2646.00,2268.00,1890.00,1512.00,1134.00,756.00,658.68,657.67
3790,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3790.00,3790.00,3032.00,2653.00,2274.00,1895.00,1516.00,1137.00,758.00,658.03,659.17
3800,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3800.00,3800.00,3040.00,2660.00,2280.00,1900.00,1520.00,1140.00,760.00,660.53,661.62
3810,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3810.00,3810.00,3048.00,2667.00,2286.00,1905.00,1524.00,1143.00,762.00,663.36,663.38
3820,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3820.00,3820.00,3056.00,2674.00,2292.00,1910.00,1528.00,1146.00,764.00,664.39,663.74
3830,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3830.00,3830.00,3064.00,2681.00,2298.00,1915.00,1532.00,1149.00,766.00,665.07,665.90
3840,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3840.00,3840.00,3072.00,2688.00,2304.00,1920.00,1536.00,1152.00,768.00,667.96,666.46
3850,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3850.00,3850.00,3080.00,2695.00,2310.00,1925.00,1540.00,1155.00,770.00,668.53,668.94
3860,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3860.00,3860.00,3088.00,2702.00,2316.00,1930.00,1544.00,1158.00,772.00,672.63,671.93
3870,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3870.00,3870.00,3096.00,2709.00,2322.00,1935.00,1548.00,1161.00,774.00,673.95,672.26
3880,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3880.00,3880.00,3104.00,2716.00,2328.00,1940.00,1552.00,1164.00,776.00,675.85,673.52
3890,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3890.00,3890.00,3112.00,2723.00,2334.00,1945.00,1556.00,1167.00,778.00,677.04,676.27
3900,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3900.00,3900.00,3120.00,2730.00,2340.00,1950.00,1560.00,1170.00,780.00,677.04,679.48
3910,0.89,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3910.00,3910.00,3128.00,2737.00,2346.00,1955.00,1564.00,1173.00,782.00,678.77,680.27
3920,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3920.00,3920.00,3136.00,2744.00,2352.00,1960.00,1568.00,1176.00,784.00,681.87,680.73
3930,0.89,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3930.00,3930.00,3144.00,2751.00,2358.00,1965.00,1572.00,1179.00,786.00,683.67,683.30
3940,0.90,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3940.00,3940.00,3152.00,2758.00,2364.00,1970.00,1576.00,1182.00,788.00,684.58,683.29
3950,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3950.00,3950.00,3160.00,2765.00,2370.00,1975.00,1580.00,1185.00,790.00,686.76,687.45
3960,0.89,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3960.00,3960.00,3168.00,2772.00,2376.00,1980.00,1584.00,1188.00,792.00,687.83,688.49
3970,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3970.00,3970.00,3176.00,2779.00,2382.00,1985.00,1588.00,1191.00,794.00,690.71,689.64
3980,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3980.00,3980.00,3184.00,2786.00,2388.00,1990.00,1592.00,1194.00,796.00,692.56,692.37
3990,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3990.00,3990.00,3192.00,2793.00,2394.00,1995.00,1596.00,1197.00,798.00,691.22,694.05
4000,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4000.00,4000.00,3200.00,2800.00,2400.00,2000.00,1600.00,1200.00,800.00,694.85,695.91
4010,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4010.00,4010.00,3208.00,2807.00,2406.00,2005.00,1604.00,1203.00,802.00,697.85,698.41
4020,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4020.00,4020.00,3216.00,2814.00,2412.00,2010.00,1608.00,1206.00,804.00,700.59,697.48
4030,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4030.00,4030.00,3224.00,2821.00,2418.00,2015.00,1612.00,1209.00,806.00,701.30,702.01
4040,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4040.00,4040.00,3232.00,2828.00,2424.00,2020.00,1616.00,1212.00,808.00,704.24,702.33
4050,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4050.00,4050.00,3240.00,2835.00,2430.00,2025.00,1620.00,1215.00,810.00,704.45,703.38
4060,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4060.00,4060.00,3248.00,2842.00,2436.00,2030.00,1624.00,1218.00,812.00,706.66,706.99
4070,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4070.00,4070.00,3256.00,2849.00,2442.00,2035.00,1628.00,1221.00,814.00,707.15,706.34
4080,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4080.00,4080.00,3264.00,2856.00,2448.00,2040.00,1632.00,1224.00,816.00,709.67,710.34
4090,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4090.00,4090.00,3272.00,2863.00,2454.00,2045.00,1636.00,1227.00,818.00,713.19,712.53
4100,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4100.00,4100.00,3280.00,2870.00,2460.00,2050.00,1640.00,1230.00,820.00,713.21,712.36
4110,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4110.00,4110.00,3288.00,2877.00,2466.00,2055.00,1644.00,1233.00,822.00,714.93,714.18
4120,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4120.00,4120.00,3296.00,2884.00,2472.00,2060.00,1648.00,1236.00,824.00,715.86,716.54
4130,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4130.00,4130.00,3304.00,2891.00,2478.00,2065.00,1652.00,1239.00,826.00,717.50,718.24
4140,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4140.00,4140.00,3312.00,2898.00,2484.00,2070.00,1656.00,1242.00,828.00,720.70,719.11
4150,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4150.00,4150.00,3320.00,2905.00,2490.00,2075.00,1660.00,1245.00,830.00,720.05,723.35
4160,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4160.00,4160.00,3328.00,2912.00,2496.00,2080.00,1664.00,1248.00,832.00,725.27,724.35
4170,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4170.00,4170.00,3336.00,2919.00,2502.00,2085.00,1668.00,1251.00,834.00,724.45,724.80
4180,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4180.00,4180.00,3344.00,2926.00,2508.00,2090.00,1672.00,1254.00,836.00,728.60,727.32
4190,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4190.00,4190.00,3352.00,2933.00,2514.00,2095.00,1676.00,1257.00,838.00,730.45,727.96
4200,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4200.00,4200.00,3360.00,2940.00,2520.00,2100.00,1680.00,1260.00,840.00,729.44,730.66
4210,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4210.00,4210.00,3368.00,2947.00,2526.00,2105.00,1684.00,1263.00,842.00,732.75,732.84
4220,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4220.00,4220.00,3376.00,2954.00,2532.00,2110.00,1688.00,1266.00,844.00,734.99,735.75
4230,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4230.00,4230.00,3384.00,2961.00,2538.00,2115.00,1692.00,1269.00,846.00,736.18,737.87
4240,0.90,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4240.00,4240.00,3392.00,2968.00,2544.00,2120.00,1696.00,1272.00,848.00,738.04,735.82
4250,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4250.00,4250.00,3400.00,2975.00,2550.00,2125.00,1700.00,1275.00,850.00,741.60,739.37
4260,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4260.00,4260.00,3408.00,2982.00,2556.00,2130.00,1704.00,1278.00,852.00,741.01,741.72
4270,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4270.00,4270.00,3416.00,2989.00,2562.00,2135.00,1708.00,1281.00,854.00,742.82,743.95
4280,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4280.00,4280.00,3424.00,2996.00,2568.00,2140.00,1712.00,1284.00,856.00,744.74,744.97
4290,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4290.00,4290.00,3432.00,3003.00,2574.00,2145.00,1716.00,1287.00,858.00,748.03,748.08
4300,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4300.00,4300.00,3440.00,3010.00,2580.00,2150.00,1720.00,1290.00,860.00,748.07,748.12
4310,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4310.00,4310.00,3448.00,3017.00,2586.00,2155.00,1724.00,1293.00,862.00,747.86,750.76
4320,0.90,0.90,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4320.00,4320.00,3456.00,3024.00,2592.00,2160.00,1728.00,1296.00,864.00,751.40,751.87
4330,0.90,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4330.00,4330.00,3464.00,3031.00,2598.00,2165.00,1732.00,1299.00,866.00,754.40,753.91
4340,0.90,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4340.00,4340.00,3472.00,3038.00,2604.00,2170.00,1736.00,1302.00,868.00,755.67,756.44
4350,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4350.00,4350.00,3480.00,3045.00,2610.00,2175.00,1740.00,1305.00,870.00,758.03,755.84
4360,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4360.00,4360.00,3488.00,3052.00,2616.00,2180.00,1744.00,1308.00,872.00,758.26,759.20
4370,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4370.00,4370.00,3496.00,3059.00,2622.00,2185.00,1748.00,1311.00,874.00,759.75,760.16
4380,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4380.00,4380.00,3504.00,3066.00,2628.00,2190.00,1752.00,1314.00,876.00,761.44,761.40
4390,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4390.00,4390.00,3512.00,3073.00,2634.00,2195.00,1756.00,1317.00,878.00,764.83,762.66
4400,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4400.00,4400.00,3520.00,3080.00,2640.00,2200.00,1760.00,1320.00,880.00,765.22,766.29
4410,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4410.00,4410.00,3528.00,3087.00,2646.00,2205.00,1764.00,1323.00,882.00,766.36,768.30
4420,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4420.00,4420.00,3536.00,3094.00,2652.00,2210.00,1768.00,1326.00,884.00,767.21,768.60
4430,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4430.00,4430.00,3544.00,3101.00,2658.00,2215.00,1772.00,1329.00,886.00,771.72,770.60
4440,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4440.00,4440.00,3552.00,3108.00,2664.00,2220.00,1776.00,1332.00,888.00,774.84,772.80
4450,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4450.00,4450.00,3560.00,3115.00,2670.00,2225.00,1780.00,1335.00,890.00,773.01,773.09
4460,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4460.00,4460.00,3568.00,3122.00,2676.00,2230.00,1784.00,1338.00,892.00,775.48,775.89
4470,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4470.00,4470.00,3576.00,3129.00,2682.00,2235.00,1788.00,1341.00,894.00,777.78,779.59
4480,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4480.00,4480.00,3584.00,3136.00,2688.00,2240.00,1792.00,1344.00,896.00,780.54,779.72
4490,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4490.00,4490.00,3592.00,3143.00,2694.00,2245.00,1796.00,1347.00,898.00,779.97,781.70
4500,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4500.00,4500.00,3600.00,3150.00,2700.00,2250.00,1800.00,1350.00,900.00,783.11,784.71
4510,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4510.00,4510.00,3608.00,3157.00,2706.00,2255.00,1804.00,1353.00,902.00,785.46,783.81
4520,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4520.00,4520.00,3616.00,3164.00,2712.00,2260.00,1808.00,1356.00,904.00,784.71,787.05
4530,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4530.00,4530.00,3624.00,3171.00,2718.00,2265.00,1812.00,1359.00,906.00,787.62,788.91
4540,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4540.00,4540.00,3632.00,3178.00,2724.00,2270.00,1816.00,1362.00,908.00,790.55,790.61
4550,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4550.00,4550.00,3640.00,3185.00,2730.00,2275.00,1820.00,1365.00,910.00,791.15,792.79
4560,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4560.00,4560.00,3648.00,3192.00,2736.00,2280.00,1824.00,1368.00,912.00,794.93,792.96
4570,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4570.00,4570.00,3656.00,3199.00,2742.00,2285.00,1828.00,1371.00,914.00,796.70,794.04
4580,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4580.00,4580.00,3664.00,3206.00,2748.00,2290.00,1832.00,1374.00,916.00,796.99,799.46
4590,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4590.00,4590.00,3672.00,3213.00,2754.00,2295.00,1836.00,1377.00,918.00,799.55,797.39
4600,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4600.00,4600.00,3680.00,3220.00,2760.00,2300.00,1840.00,1380.00,920.00,801.01,800.93
4610,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4610.00,4610.00,3688.00,3227.00,2766.00,2305.00,1844.00,1383.00,922.00,803.31,802.08
4620,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4620.00,4620.00,3696.00,3234.00,2772.00,2310.00,1848.00,1386.00,924.00,805.00,804.69
4630,0.91,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4630.00,4630.00,3704.00,3241.00,2778.00,2315.00,1852.00,1389.00,926.00,804.43,806.42
4640,0.91,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4640.00,4640.00,3712.00,3248.00,2784.00,2320.00,1856.00,1392.00,928.00,810.15,810.31
4650,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4650.00,4650.00,3720.00,3255.00,2790.00,2325.00,1860.00,1395.00,930.00,810.22,808.46
4660,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4660.00,4660.00,3728.00,3262.00,2796.00,2330.00,1864.00,1398.00,932.00,811.04,809.71
4670,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4670.00,4670.00,3736.00,3269.00,2802.00,2335.00,1868.00,1401.00,934.00,812.57,813.49
4680,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4680.00,4680.00,3744.00,3276.00,2808.00,2340.00,1872.00,1404.00,936.00,813.03,812.79
4690,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4690.00,4690.00,3752.00,3283.00,2814.00,2345.00,1876.00,1407.00,938.00,813.88,816.96
4700,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4700.00,4700.00,3760.00,3290.00,2820.00,2350.00,1880.00,1410.00,940.00,817.42,817.85
4710,0.91,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4710.00,4710.00,3768.00,3297.00,2826.00,2355.00,1884.00,1413.00,942.00,819.17,819.42
4720,0.91,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4720.00,4720.00,3776.00,3304.00,2832.00,2360.00,1888.00,1416.00,944.00,821.60,819.80
4730,0.92,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4730.00,4730.00,3784.00,3311.00,2838.00,2365.00,1892.00,1419.00,946.00,822.16,823.19
4740,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4740.00,4740.00,3792.00,3318.00,2844.00,2370.00,1896.00,1422.00,948.00,824.90,823.55
4750,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4750.00,4750.00,3800.00,3325.00,2850.00,2375.00,1900.00,1425.00,950.00,825.89,825.30
4760,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4760.00,4760.00,3808.00,3332.00,2856.00,2380.00,1904.00,1428.00,952.00,830.59,827.05
4770,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4770.00,4770.00,3816.00,3339.00,2862.00,2385.00,1908.00,1431.00,954.00,831.18,828.20
4780,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4780.00,4780.00,3824.00,3346.00,2868.00,2390.00,1912.00,1434.00,956.00,834.15,833.05
4790,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4790.00,4790.00,3832.00,3353.00,2874.00,2395.00,1916.00,1437.00,958.00,831.14,833.63
4800,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4800.00,4800.00,3840.00,3360.00,2880.00,2400.00,1920.00,1440.00,960.00,836.26,833.67
4810,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4810.00,4810.00,3848.00,3367.00,2886.00,2405.00,1924.00,1443.00,962.00,837.82,836.91
4820,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4820.00,4820.00,3856.00,3374.00,2892.00,2410.00,1928.00,1446.00,964.00,839.82,839.66
4830,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4830.00,4830.00,3864.00,3381.00,2898.00,2415.00,1932.00,1449.00,966.00,839.10,840.75
4840,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4840.00,4840.00,3872.00,3388.00,2904.00,2420.00,1936.00,1452.00,968.00,840.64,839.50
4850,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4850.00,4850.00,3880.00,3395.00,2910.00,2425.00,1940.00,1455.00,970.00,843.24,844.25
4860,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4860.00,4860.00,3888.00,3402.00,2916.00,2430.00,1944.00,1458.00,972.00,846.10,844.01
4870,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4870.00,4870.00,3896.00,3409.00,2922.00,2435.00,1948.00,1461.00,974.00,848.74,846.65
4880,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4880.00,4880.00,3904.00,3416.00,2928.00,2440.00,1952.00,1464.00,976.00,848.59,851.43
4890,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4890.00,4890.00,3912.00,3423.00,2934.00,2445.00,1956.00,1467.00,978.00,849.89,851.22
4900,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4900.00,4900.00,3920.00,3430.00,2940.00,2450.00,1960.00,1470.00,980.00,850.59,853.52
4910,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4910.00,4910.00,3928.00,3437.00,2946.00,2455.00,1964.00,1473.00,982.00,853.36,855.12
4920,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4920.00,4920.00,3936.00,3444.00,2952.00,2460.00,1968.00,1476.00,984.00,857.77,856.19
4930,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4930.00,4930.00,3944.00,3451.00,2958.00,2465.00,1972.00,1479.00,986.00,859.29,858.50
4940,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4940.00,4940.00,3952.00,3458.00,2964.00,2470.00,1976.00,1482.00,988.00,858.50,860.39
4950,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4950.00,4950.00,3960.00,3465.00,2970.00,2475.00,1980.00,1485.00,990.00,862.37,860.54
4960,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4960.00,4960.00,3968.00,3472.00,2976.00,2480.00,1984.00,1488.00,992.00,863.63,861.90
4970,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4970.00,4970.00,3976.00,3479.00,2982.00,2485.00,1988.00,1491.00,994.00,865.71,863.89
4980,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4980.00,4980.00,3984.00,3486.00,2988.00,2490.00,1992.00,1494.00,996.00,864.36,866.62
4990,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4990.00,4990.00,3992.00,3493.00,2994.00,2495.00,1996.00,1497.00,998.00,867.53,866.74
5000,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5000.00,5000.00,4000.00,3500.00,3000.00,2500.00,2000.00,1500.00,1000.00,870.03,868.70
